tag with attr="type"	frequency
<subSubSection type="ecology and collecting circumstances">	1
<subSubSection type="ecology and distribution">	23
<subSubSection type="ecology and host plant range">	1
<subSubSection type="ecology and phenology">	3
<subSubSection type="ecology of the collected species">	1
<subSubSection type="ecology">	1964
<subSubSection type="ecology.">	7
<subSubSection type="economic botany">	7
<subSubSection type="economic importance">	3
<subSubSection type="edibility">	1
<subSubSection type="egg">	8
<subSubSection type="eggs">	22
<subSubSection type="eggs/spiderlings">	54
<subSubSection type="electric organ discharge">	4
<subSubSection type="elevation">	22
<subSubSection type="elevational range">	8
<subSubSection type="emended diagnosis of the genus parbatocamptus dumont and maas, 1988">	1
<subSubSection type="emended diagnosis">	31
<subSubSection type="emended familial diagnosis">	1
<subSubSection type="endemic to taiwan">	3
<subSubSection type="endemic">	3
<subSubSection type="english description of the genus">	1
<subSubSection type="english translation of the original french description in duméril, bibron & duméril (1854: 57)">	1
<subSubSection type="environmental notes">	2
<subSubSection type="epidermal pigment patterns">	12
<subSubSection type="epiphytic">	1
<subSubSection type="epitokes">	2
<subSubSection type="epitype (here designated)">	2
<subSubSection type="epitype">	19
<subSubSection type="eponomy">	1
<subSubSection type="eponymy">	3
<subSubSection type="epynomy">	1
<subSubSection type="ergatoid queen measurements">	3
<subSubSection type="ergatoid queen">	5
<subSubSection type="escription">	1
<subSubSection type="estimates of evolutionary relationships">	1
<subSubSection type="ethnobotany">	5
<subSubSection type="ethnomycological data">	2
<subSubSection type="ethymology">	2
<subSubSection type="etimology">	1
<subSubSection type="etymologi">	1
<subSubSection type="etymology and dedication.">	1
<subSubSection type="etymology of specific epithet">	1
<subSubSection type="etymology">	53630
<subSubSection type="etymology.">	13
<subSubSection type="etymylogy">	2
<subSubSection type="evidence of hybridization">	1
<subSubSection type="evolutionary affinities">	1
<subSubSection type="evolutionary considerations">	1
<subSubSection type="evolutionary relationships">	2
<subSubSection type="examined material for c. platyptera">	1
<subSubSection type="examined material of other species">	1
<subSubSection type="examined material">	13
<subSubSection type="examined materials">	1
<subSubSection type="examined materiral">	1
<subSubSection type="examined specimens of allium meteoricum">	1
<subSubSection type="examined specimens">	11
<subSubSection type="examined type material of other species">	2
<subSubSection type="examined">	1
<subSubSection type="excluded name">	1
<subSubSection type="excluded species">	1
<subSubSection type="exemplar material">	1
<subSubSection type="exemplars of species examined">	9
<subSubSection type="exoskeleton">	2
<subSubSection type="extended diagnosis">	2
<subSubSection type="extended geographic distribution">	1
<subSubSection type="external characters">	4
<subSubSection type="external eggshell morphology">	1
<subSubSection type="external features">	5
<subSubSection type="external morphology and coloration">	1
<subSubSection type="external morphology">	15
<subSubSection type="extrolites">	2
<subSubSection type="eyes">	1
<subSubSection type="eytmology">	1
<subSubSection type="family diagnosis">	1
<subSubSection type="family distribution">	1
<subSubSection type="family placement">	2
<subSubSection type="faunistic note">	17
<subSubSection type="faunistic references">	2
<subSubSection type="feeding">	1
<subSubSection type="female (non-ovigerous)">	1
<subSubSection type="female (paratype)">	1
<subSubSection type="female (paratype, ibsp 12336)">	1
<subSubSection type="female (sexually dimorphic characters)">	10
<subSubSection type="female allotype">	1
<subSubSection type="female and immature stages">	8
<subSubSection type="female and larva">	1
<subSubSection type="female body measurements">	1
<subSubSection type="female characters">	1
<subSubSection type="female description">	19
<subSubSection type="female dimensions">	1
<subSubSection type="female genitalia">	61
<subSubSection type="female imago">	2
<subSubSection type="female macroptera">	2
<subSubSection type="female mature larva">	1
<subSubSection type="female paratype">	1
<subSubSection type="female red morph description">	1
<subSubSection type="female redescription">	1
<subSubSection type="female reproductive tract">	9
<subSubSection type="female subimago">	2
<subSubSection type="female variation based on paratypes">	1
<subSubSection type="female variation">	11
<subSubSection type="female">	593
<subSubSection type="female, pupa and larva">	2
<subSubSection type="females and variations">	1
<subSubSection type="females of doubtful identity">	2
<subSubSection type="females with oostegites">	1
<subSubSection type="females">	27
<subSubSection type="field characteristics and coloration">	1
<subSubSection type="field characteristics and identification">	1
<subSubSection type="field observations">	1
<subSubSection type="field observations, records from literature">	1
<subSubSection type="fifth instar">	4
<subSubSection type="figs 1-6">	2
<subSubSection type="figures in flick">	1
<subSubSection type="figures in flickr">	6
<subSubSection type="figures on flickr">	6
<subSubSection type="figures">	4
<subSubSection type="final instar larva">	1
<subSubSection type="first description of the nymph">	1
<subSubSection type="first instar larva">	2
<subSubSection type="first instar">	9
<subSubSection type="first record from mallorca">	1
<subSubSection type="first record">	19
<subSubSection type="first records from mallorca">	6
<subSubSection type="first-instar nymph of k. echinatus">	1
<subSubSection type="first-instar nymph of k. vermilio">	1
<subSubSection type="first-instar nymph">	2
<subSubSection type="fishery resource">	1
<subSubSection type="flight and dispersal">	1
<subSubSection type="flight period">	25
<subSubSection type="flight record">	2
<subSubSection type="floral anatomy">	1
<subSubSection type="floral association">	3
<subSubSection type="floral associations">	56
<subSubSection type="floral hosts">	4
<subSubSection type="floral records">	10
<subSubSection type="floral symmetry">	1
<subSubSection type="floral visitations">	2
<subSubSection type="flower associations">	9
<subSubSection type="flower preference">	5
<subSubSection type="flower record">	2
<subSubSection type="flower records">	38
<subSubSection type="flower visitation">	2
<subSubSection type="flower visiting">	4
<subSubSection type="flowering and fruiting">	9
<subSubSection type="flowering and fruiting.">	1
<subSubSection type="flowering time">	51
<subSubSection type="flowering">	21
<subSubSection type="flowers">	1
<subSubSection type="food plant and biology">	10
<subSubSection type="food plant records">	16
<subSubSection type="food plant">	2
<subSubSection type="food plants records">	2
<subSubSection type="food plants">	11
<subSubSection type="food">	1
<subSubSection type="foodplants">	7
<subSubSection type="foraging">	19
<subSubSection type="forelimb">	3
<subSubSection type="forewing">	1
<subSubSection type="form">	1
<subSubSection type="former records from turkey">	7
<subSubSection type="fossil record">	7
<subSubSection type="fossil specimens">	1
<subSubSection type="fourth (last) instar larva">	1
<subSubSection type="fourth instar">	4
<subSubSection type="frequency range">	3
<subSubSection type="frontMatters">	1
<subSubSection type="fruit anatomy">	1
<subSubSection type="fruit and seed morphology">	1
<subSubSection type="fruiting body">	4
<subSubSection type="fruiting">	1
<subSubSection type="further collections and localities">	2
<subSubSection type="further considerations">	1
<subSubSection type="further localities">	2
<subSubSection type="further material examined">	1
<subSubSection type="further material">	1
<subSubSection type="further records">	2
<subSubSection type="further specimen studied">	3
<subSubSection type="further specimens studied">	1
<subSubSection type="further specimens">	8
<subSubSection type="further specimens, not paratypes">	3
<subSubSection type="gall and life history">	5
<subSubSection type="gall">	1
<subSubSection type="geminata species group taxa">	1
<subSubSection type="genbank accession no">	13
<subSubSection type="genbank accession nos">	1
